,Bedrooms,Bathrooms,Status,Size,Location,Price,Facing,Type
0,3,0,Ready to move,2161,Penamaluru,108.0,None,Apartment
1,2,0,Ready to move,1120,Gannavaram,28.0,None,Apartment
2,3,0,Ready to move,2012,Penamaluru,90.51,None,Apartment
3,2,0,Ready to move,1120,Gannavaram,28.0,None,Apartment
4,3,0,Ready to move,2014,Penamaluru,100.0,None,Apartment
5,3,0,Ready to move,2120,Gannavaram,53.0,None,Apartment
6,5,5,Ready to move,2550,Ramalingeswara Nagar,110.00000000000001,None,Independent House
7,5,5,Under Construction,3000,PNT Colony,150.0,None,Independent House
8,4,4,Ready to move,2715,Kanuru,215.0,East,Apartment
9,2,2,Ready to move,1040,Gollapudi,43.0,None,Apartment
10,0,0,Resale,200,Penamaluru,42.0,None,Residential Plot
11,8,7,Ready to move,6500,Currency Nagar,350.0,None,Independent House
12,3,3,Under Construction,2158,Gannavaram,75.0,None,Apartment
13,3,2,Under Construction,1650,Kankipadu,68.0,None,Villa
14,0,0,Resale,167,Ramavarapadu,22.5,None,Residential Plot
15,3,0,Under Construction,2585,Rajiv Bhargav Colony,142.0,None,Villa
16,0,0,New,3150,Ibrahimpatnam,111.00000000000001,None,Residential Plot
17,0,0,New,1360,Nunna,49.99,East,Residential Plot
18,3,4,Ready to move,2650,Payakapuram,130.0,None,Villa
19,0,0,New,1800,Nunna,46.0,East,Residential Plot
20,2,2,Under Construction,1200,Nunna,58.0,East,Independent House
21,3,0,Ready to move,2399,Penamaluru,119.0,None,Apartment
22,2,20252,Under Construction,1200,Benz Circle,100.0,None,Independent House
23,3,0,Under Construction,2585,Rajiv Bhargav Colony,142.0,None,Villa
24,3,3,Ready to move,1780,Kanuru,65.0,East,Apartment
25,0,0,New,1881,Kankipadu,33.45,NorthEast,Residential Plot
26,0,0,New,1360,Nunna,48.5,East,Residential Plot
27,0,0,New,1650,Kankipadu,38.8,East,Residential Plot
28,0,0,New,1800,Ramavarapadu,64.0,East,Residential Plot
29,0,0,New,1800,Ibrahimpatnam,63.99,None,Residential Plot
30,4,4,Ready to move,2000,Labbipet,185.0,East,Independent House
31,0,0,New,2250,Poranki,50.0,NorthEast,Residential Plot
32,0,0,New,1650,Vuyyuru,21.6,East,Residential Plot
33,3,0,Ready to move,2120,Gannavaram,53.0,None,Apartment
34,5,5,Under Construction,3000,PNT Colony,150.0,None,Independent House
35,0,0,New,1503,Payakapuram,31.5,West,Residential Plot
36,2,3,Ready to move,1040,Gollapudi,43.0,None,Apartment
37,0,0,New,1500,Gannavaram,33.0,East,Residential Plot
38,0,0,New,1350,Payakapuram,51.02,NorthWest,Residential Plot
39,0,0,New,1647,Ramavarapadu,64.05,East,Residential Plot
40,0,0,New,1350,Penamaluru,31.5,East,Residential Plot
41,0,0,New,2163,Kankipadu,66.0,East,Residential Plot
42,0,0,New,1512,Edupugallu,42.0,East,Residential Plot
43,0,0,New,1800,Kesarapalle,42.0,None,Residential Plot
44,3,0,Under Construction,2447,Rajiv Bhargav Colony,134.0,None,Villa
45,0,0,New,1503,Ibrahimpatnam,53.43,None,Residential Plot
46,3,0,Ready to move,1720,Gannavaram,43.0,None,Apartment
47,3,3,Ready to move,3300,Ramavarapadu,275.0,None,Villa
48,5,5,Under Construction,3000,PNT Colony,150.0,None,Independent House
49,0,0,New,1800,Edupugallu,30.0,West,Residential Plot
50,0,0,New,1500,Nunna,55.0,East,Residential Plot
51,0,0,New,1602,Kesarapalle,31.0,East,Residential Plot
52,0,0,New,1350,Kanchikacherla,18.01,West,Residential Plot
53,0,0,New,1530,Kankipadu,34.0,East,Residential Plot
54,0,0,New,1980,Ramavarapadu,77.0,East,Residential Plot
55,0,0,New,1620,Vuyyuru,22.0,East,Residential Plot
56,3,0,Under Construction,2447,Rajiv Bhargav Colony,134.0,None,Villa
57,2,2,Ready to move,1266,Gannavaram,50.64,None,Apartment
58,3,3,Ready to move,1450,Currency Nagar,61.98,None,Apartment
59,0,0,New,1350,SURAMPALLI,11.99,None,Residential Plot
60,0,0,New,1350,SURAMPALLI,11.99,None,Residential Plot
61,0,0,New,1080,Vijayawada Road,9.6,None,Residential Plot
62,0,0,New,900,Tadigadapa Main Road,15.99,None,Residential Plot
63,0,0,New,1908,Gannavaram,34.88,East,Residential Plot
64,3,0,Ready to move,1720,Gannavaram,43.0,None,Apartment
65,0,0,New,1800,Kankipadu,24.0,East,Residential Plot
66,5,5,Under Construction,3000,PNT Colony,150.0,None,Independent House
67,0,0,New,14490,Kankipadu,325.0,None,Residential Plot
68,0,0,New,1125,Kankipadu,22.5,None,Residential Plot
69,0,0,New,1650,Kankipadu,21.96,West,Residential Plot
70,0,0,New,1800,Nunna,40.0,East,Residential Plot
71,0,0,New,1728,Poranki,61.5,East,Residential Plot
72,0,0,New,1881,Kankipadu,33.44,East,Residential Plot
73,0,0,New,1650,Gannavaram,40.26,East,Residential Plot
74,2,2,Ready to move,1100,Poranki,45.0,None,Apartment
75,0,0,New,2205,Mangalagiri,41.5,None,Residential Plot
76,0,0,New,1350,Ramavarapadu Ring,16.5,None,Residential Plot
77,3,0,Ready to move,1663,Gannavaram,66.52,None,Apartment
78,2,2,Ready to move,1350,Currency Nagar,52.0,None,Apartment
79,0,0,New,1080,Tadigadapa,19.2,None,Residential Plot
80,0,0,New,1350,SURAMPALLI,11.25,None,Residential Plot
81,2,20212,Under Construction,1594,Vuyyuru,35.0,None,Independent House
82,2,2,Ready to move,1170,Nunna,55.0,None,Independent House
83,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
84,2,0,Under Construction,1106,Kankipadu,51.67,None,Villa
85,3,3,Ready to move,1600,Auto Nagar,57.0,None,Independent House
86,3,3,Ready to move,1905,Gannavaram,66.67,None,Apartment
87,3,3,Ready to move,1400,Gannavaram,49.0,None,Apartment
88,2,2,Ready to move,1905,Gannavaram,66.67,None,Apartment
89,2,20222,Under Construction,1485,Punadipadu,52.0,None,Apartment
90,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent Floor
91,3,3,Ready to move,1549,Nidamanuru,63.0,None,Independent House
92,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
93,3,4,Under Construction,1549,Nidamanuru,63.0,None,Apartment
94,2,2,Ready to move,960,Nidamanuru,37.0,None,Apartment
95,2,2,Ready to move,1100,Edupugallu,22.0,None,Apartment
96,0,0,New,1800,Ramavarapadu,70.0,East,Apartment
97,0,0,New,1800,Vuyyuru,23.5,East,Residential Plot
98,0,0,New,212,Gudavalli,1.6,North,Residential Plot
99,2,2,Ready to move,1440,Kankipadu,42.0,None,Residential Plot
100,2,0,Ready to move,1520,Gannavaram,38.0,None,Independent House
101,2,0,Ready to move,1520,Gannavaram,38.0,None,Apartment
102,5,5,Under Construction,3000,PNT Colony,150.0,None,Apartment
103,5,5,Under Construction,3000,PNT Colony,150.0,None,Independent House
104,3,0,Under Construction,2285,Rajiv Bhargav Colony,125.0,None,Independent House
105,3,0,Under Construction,2285,Rajiv Bhargav Colony,125.0,None,Villa
106,3,0,Under Construction,3414,Rajiv Bhargav Colony,187.0,None,Villa
107,3,0,Under Construction,3414,Rajiv Bhargav Colony,187.0,None,Villa
108,3,0,Under Construction,2623,Rajiv Bhargav Colony,144.0,None,Villa
109,3,0,Under Construction,2623,Rajiv Bhargav Colony,144.0,None,Villa
110,3,0,Under Construction,2119,Rajiv Bhargav Colony,115.99999999999999,None,Villa
111,3,0,Under Construction,2119,Rajiv Bhargav Colony,115.99999999999999,None,Villa
112,3,0,Under Construction,2039,Rajiv Bhargav Colony,112.00000000000001,None,Villa
113,3,0,Under Construction,2039,Rajiv Bhargav Colony,112.00000000000001,None,Villa
114,3,0,Under Construction,3363,Rajiv Bhargav Colony,184.0,None,Villa
115,3,0,Under Construction,3363,Rajiv Bhargav Colony,184.0,None,Villa
116,3,0,Under Construction,2768,Rajiv Bhargav Colony,152.0,None,Villa
117,3,0,Under Construction,2768,Rajiv Bhargav Colony,152.0,None,Villa
118,3,0,Under Construction,2798,Rajiv Bhargav Colony,153.0,None,Villa
119,3,0,Under Construction,2798,Rajiv Bhargav Colony,153.0,None,Villa
120,0,0,New,1650,Nunna,59.99,East,Villa
121,0,0,New,1431,Kankipadu,25.45,NorthEast,Residential Plot
122,0,0,New,1431,Kankipadu,25.44,East,Residential Plot
123,0,0,New,1531,Kankipadu,27.2,East,Residential Plot
124,0,0,New,1701,Nunna,58.59,East,Residential Plot
125,0,0,New,1512,Kesarapalle,28.5,East,Residential Plot
126,0,0,New,1350,Payakapuram,51.01,NorthEast,Residential Plot
127,0,0,New,1350,Payakapuram,49.51,North,Residential Plot
128,0,0,New,1350,Payakapuram,49.5,North,Residential Plot
129,0,0,New,1350,Payakapuram,51.0,East,Residential Plot
130,3,4,Under Construction,2350,Payakapuram,135.0,East,Residential Plot
131,3,4,Under Construction,2350,Payakapuram,130.0,West,Villa
132,0,0,New,1800,Gannavaram,52.0,NorthEast,Villa
133,0,0,New,1800,Gannavaram,33.0,NorthEast,Residential Plot
134,0,0,New,1800,Kanchikacherla,13.0,NorthEast,Residential Plot
135,0,0,New,1800,Kankipadu,32.0,NorthEast,Residential Plot
136,0,0,New,1800,Kankipadu,42.0,NorthEast,Residential Plot
137,0,0,New,1850,Kankipadu,29.0,NorthEast,Residential Plot
138,0,0,New,1800,Nunna,60.0,East,Residential Plot
139,0,0,New,1800,Edupugallu,32.0,East,Residential Plot
140,0,0,New,1800,Kankipadu,42.0,NorthEast,Residential Plot
141,0,0,New,1850,Kankipadu,29.0,NorthEast,Residential Plot
142,0,0,New,1800,Nunna,60.0,East,Residential Plot
143,0,0,New,1350,Kanchikacherla,18.0,East,Residential Plot
144,0,0,New,1500,Nunna,38.4,East,Residential Plot
145,0,0,New,1650,Ramavarapadu,42.09,East,Residential Plot
146,0,0,New,1650,Ramavarapadu,40.0,East,Residential Plot
147,0,0,New,1800,Ramavarapadu,50.0,East,Residential Plot
148,0,0,New,1503,Kankipadu,28.38,East,Residential Plot
149,0,0,New,1800,Ramavarapadu,68.0,East,Residential Plot
150,0,0,New,1647,Kankipadu,31.11,East,Residential Plot
151,0,0,New,1503,Kankipadu,28.33,East,Residential Plot
152,0,0,New,2163,Ramavarapadu,66.0,None,Residential Plot
153,0,0,New,1800,Nunna,50.0,East,Residential Plot
154,0,0,New,1500,Nunna,60.0,East,Residential Plot
155,0,0,New,1800,Kankipadu,30.0,NorthEast,Residential Plot
156,0,0,New,1503,Nunna,31.5,East,Residential Plot
157,2,2,Under Construction,1200,Nunna,63.0,East,Residential Plot
158,0,0,New,1845,Nunna,40.0,West,Independent House
159,0,0,New,3600,Ramavarapadu,160.0,None,Residential Plot
160,0,0,New,4680,Kankipadu,112.00000000000001,East,Residential Plot
161,0,0,New,5427,Kankipadu,120.0,West,Residential Plot
162,0,0,New,4770,Kankipadu,114.99999999999999,None,Residential Plot
163,0,0,New,1900,Vuyyuru,24.5,East,Residential Plot
164,0,0,New,1750,Vuyyuru,23.6,East,Residential Plot
165,0,0,New,1800,Vuyyuru,24.0,East,Residential Plot
166,0,0,New,1503,Poranki,32.56,East,Residential Plot
167,0,0,New,1647,Poranki,34.77,East,Residential Plot
168,0,0,New,1501,Poranki,35.26,West,Residential Plot
169,0,0,New,1551,Poranki,36.12,East,Residential Plot
170,0,0,New,1650,Kankipadu,22.87,East,Residential Plot
171,0,0,New,1650,Kankipadu,23.78,None,Residential Plot
172,0,0,New,1650,Kankipadu,22.87,West,Residential Plot
173,0,0,New,3480,Kankipadu,54.03,NorthEast,Residential Plot
174,0,0,New,5600,Kankipadu,86.51,NorthEast,Residential Plot
175,0,0,New,5110,Kankipadu,70.49,West,Residential Plot
176,0,0,New,1038,Kankipadu,14.95,None,Residential Plot
177,0,0,New,1350,Kankipadu,21.75,None,Residential Plot
178,0,0,New,1503,Kankipadu,22.54,East,Residential Plot
179,0,0,New,1650,Kankipadu,24.7,East,Residential Plot
180,0,0,New,1650,Kankipadu,23.78,None,Residential Plot
181,0,0,New,1650,Kankipadu,22.87,West,Residential Plot
182,0,0,New,3480,Kankipadu,54.03,NorthEast,Residential Plot
183,0,0,New,5600,Kankipadu,86.51,NorthEast,Residential Plot
184,0,0,New,5110,Kankipadu,70.49,West,Residential Plot
185,0,0,New,1038,Kankipadu,14.95,None,Residential Plot
186,0,0,New,1350,Kankipadu,21.75,None,Residential Plot
187,0,0,New,1503,Kankipadu,22.54,East,Residential Plot
188,0,0,New,1650,Kankipadu,24.7,East,Residential Plot
189,0,0,New,1815,Kankipadu,27.27,East,Residential Plot
190,0,0,New,1350,Kankipadu,21.0,West,Residential Plot
191,0,0,New,1503,Kankipadu,21.71,West,Residential Plot
192,0,0,New,1323,Kankipadu,18.37,West,Residential Plot
193,0,0,New,6192,Kankipadu,92.87,SouthEast,Residential Plot
194,0,0,New,1650,Kankipadu,23.79,West,Residential Plot
195,0,0,New,1815,Kankipadu,26.26,West,Residential Plot
196,0,0,New,1914,Kankipadu,27.69,West,Residential Plot
197,0,0,New,1503,Tadigadapa,30.06,West,Residential Plot
198,0,0,New,1503,Tadigadapa,31.73,East,Residential Plot
199,0,0,New,1647,Tadigadapa,34.77,East,Residential Plot
200,0,0,New,1551,Tadigadapa,36.12,East,Residential Plot
201,0,0,New,1428,Tadigadapa,32.39,West,Residential Plot
202,0,0,New,1500,Penamaluru,30.06,East,Residential Plot
203,0,0,New,2700,Penamaluru,60.0,None,Residential Plot
204,0,0,New,1548,Penamaluru,36.12,East,Residential Plot
205,0,0,New,1232,Penamaluru,27.88,West,Residential Plot
206,0,0,New,900,SURAMPALLI,7.99,None,Residential Plot
207,0,0,New,900,SURAMPALLI,7.99,None,Residential Plot
208,3,20233,Under Construction,2332,Subba Rao Colony 2nd Cross Road,140.0,None,Residential Plot
209,4,5,Ready to move,1125,Moghalrajpuram,190.0,None,Apartment
210,3,3,Ready to move,1500,ramavarappadu,45.99,None,Independent House
211,2,2,Ready to move,1200,Currency Nagar,42.0,None,Apartment
212,0,0,New,1773,Currency Nagar,90.0,None,Apartment
213,0,0,New,1305,Kanuru,54.39,None,Residential Plot
214,3,3,Ready to move,1350,ramavarappadu,40.0,None,Residential Plot
215,0,0,New,1080,Kanchikacherla,7.49,None,Apartment
216,0,0,New,900,Mylavaram,3.6,None,Residential Plot
217,0,0,New,945,Mylavaram,4.99,None,Residential Plot
218,0,0,New,1017,Kanchikacherla,6.99,None,Residential Plot
219,0,0,New,1800,Kankipadu,4.2,None,Residential Plot
220,2,0,Under Construction,1024,Kankipadu,47.84,None,Residential Plot
221,2,2,Ready to move,1350,Nunna,60.0,None,Villa
222,4,4,Ready to move,1152,Nunna,79.5,East,Independent House
223,2,20232,Under Construction,1152,Nunna,55.0,None,Independent House
224,2,2,Ready to move,1215,Ibrahimpatnam,36.45,None,Independent House
225,3,3,Ready to move,1625,Ibrahimpatnam,48.75,None,Independent House
226,3,3,Ready to move,1715,Ibrahimpatnam,51.45,None,Apartment
227,3,3,Ready to move,1625,Ibrahimpatnam,48.75,None,Apartment
228,2,2,Ready to move,1350,Ibrahimpatnam,75.0,None,Apartment
229,3,3,Ready to move,1715,Ibrahimpatnam,51.45,None,Apartment
230,3,3,Ready to move,1625,Ibrahimpatnam,48.75,None,Independent House
231,2,2,Ready to move,1215,Ibrahimpatnam,36.45,None,Apartment
232,2,20232,Under Construction,1800,Nunna,75.0,None,Apartment
233,3,20233,Under Construction,3600,Nunna,105.0,None,Apartment
234,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
235,2,20222,Under Construction,1485,Punadipadu,52.0,None,Villa
236,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
237,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
238,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
239,2,2,Ready to move,1485,Punadipadu,52.0,None,Independent House
240,3,3,Ready to move,1495,Gannavaram,46.0,None,Independent House
241,3,3,Ready to move,1485,Gannavaram,46.0,None,Independent House
242,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
243,3,3,Ready to move,1438,Gannavaram,46.0,None,Apartment
244,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
245,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
246,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
247,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
248,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
249,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
250,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
251,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
252,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
253,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
254,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
255,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
256,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
257,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
258,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
259,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
260,3,3,Ready to move,1485,Gannavaram,46.0,None,Apartment
261,3,3,Ready to move,1495,Gannavaram,46.0,None,Apartment
262,3,3,Ready to move,1495,Gannavaram,46.0,None,Apartment
263,3,3,Ready to move,1495,Gannavaram,46.0,None,Apartment
264,3,3,Ready to move,1495,Gannavaram,46.0,None,Apartment
265,3,20242,Under Construction,1260,Kankipadu,10.4,None,Apartment
266,2,20222,Under Construction,1485,Punadipadu,52.0,None,Apartment
267,2,20222,Under Construction,1485,Punadipadu,52.0,None,Villa
268,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
269,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
270,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
271,2,2,Ready to move,1485,Punadipadu,52.0,None,Independent House
272,2,20222,Under Construction,1485,Punadipadu,52.0,None,Independent House
273,2,2,Ready to move,1500,Penamaluru,59.99,None,Independent House
274,2,2,Ready to move,1350,Penamaluru,59.99,None,Independent House
275,2,20232,Under Construction,1500,Kankipadu,44.99,None,Independent House
276,3,3,Ready to move,1549,Nidamanuru,63.0,None,Independent House
277,3,3,Ready to move,1549,Nidamanuru,63.0,None,Independent House
278,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
279,2,2,Ready to move,960,Nidamanuru,35.0,None,Apartment
280,2,2,Ready to move,960,Nidamanuru,37.0,None,Apartment
281,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
282,2,2,Ready to move,960,Nidamanuru,35.0,None,Apartment
283,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
284,2,2,Ready to move,960,Nidamanuru,37.0,None,Apartment
285,3,20233,Under Construction,2532,Subba Rao Colony 2nd Cross Road,140.0,None,Apartment
286,2,2,Ready to move,1260,Mangalagiri,47.0,None,Apartment
287,2,2,Ready to move,960,Nidamanuru,35.0,None,Apartment
288,2,2,Ready to move,960,Nidamanuru,35.0,None,Apartment
289,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
290,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
291,2,3,Ready to move,960,Nidamanuru,35.0,None,Apartment
292,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
293,3,3,Ready to move,1549,Nidamanuru,63.0,None,Apartment
294,3,2,Ready to move,1549,Nidamanuru,63.0,None,Apartment
295,2,2,Ready to move,960,Nidamanuru,37.0,None,Apartment
296,3,3,Ready to move,2000,Gannavaram,70.0,None,Apartment
297,3,3,Ready to move,1600,Gannavaram,56.0,None,Apartment
298,2,20202,Under Construction,1350,Kankipadu,33.0,None,Apartment
299,2,20212,Under Construction,1350,Kankipadu,35.0,None,Apartment
300,2,20232,Under Construction,1200,Kankipadu,57.0,None,Independent House
301,2,20232,Under Construction,1200,Kankipadu,54.0,None,Independent Floor
302,0,0,New,1503,Nunna,40.8,East,Independent Floor
303,3,3,Ready to move,1700,Benz Circle,78.0,None,Villa
304,0,0,New,1080,Nuzvid To Vijayawada Road,5.4,South,Residential Plot
305,0,0,New,1080,Vijayawada Nuzvidu Road,5.4,East,Apartment
306,0,0,Resale,1548,Kanuru,35.3,None,Residential Plot
307,0,0,Resale,1548,Penamaluru,35.3,East,Residential Plot
308,0,0,Resale,1548,Poranki,35.3,East,Residential Plot
309,0,0,New,990,AGIRIPALLI,3.85,West,Residential Plot
310,0,0,New,990,AGIRIPALLI,3.85,South,Residential Plot
311,0,0,New,990,AGIRIPALLI,3.85,North,Residential Plot
312,0,0,New,990,AGIRIPALLI,3.85,East,Residential Plot
313,0,0,New,990,AGIRIPALLI,3.85,NorthEast,Residential Plot
314,0,0,New,990,AGIRIPALLI,4.95,East,Residential Plot
315,0,0,New,1080,AGIRIPALLI,4.2,East,Residential Plot
316,0,0,New,1080,AGIRIPALLI,4.2,North,Residential Plot
317,0,0,New,1080,AGIRIPALLI,4.2,East,Residential Plot
318,0,0,New,1350,Pamarru,9.75,East,Residential Plot
319,0,0,New,1080,AGIRIPALLI,4.2,North,Residential Plot
320,0,0,New,1080,AGIRIPALLI,4.2,West,Residential Plot
321,0,0,New,1080,AGIRIPALLI,4.2,South,Residential Plot
322,0,0,New,1080,AGIRIPALLI,5.4,East,Residential Plot
323,0,0,New,1080,AGIRIPALLI,5.4,West,Residential Plot
324,0,0,New,1080,AGIRIPALLI,5.4,South,Residential Plot
325,0,0,New,1080,AGIRIPALLI,4.2,NorthWest,Residential Plot
326,0,0,New,1080,AGIRIPALLI,4.2,NorthEast,Residential Plot
327,0,0,New,1080,AGIRIPALLI,4.2,East,Residential Plot
328,0,0,New,1080,AGIRIPALLI,5.4,NorthEast,Residential Plot
329,0,0,New,900,Penamaluru,25.0,None,Residential Plot
330,0,0,New,1080,Vijayawada Road,9.6,South,Residential Plot
331,0,0,New,1080,AGIRIPALLI,4.2,SouthEast,Residential Plot
332,0,0,New,1080,AGIRIPALLI,4.2,NorthWest,Residential Plot
333,0,0,New,1080,AGIRIPALLI,4.2,NorthEast,Residential Plot
334,0,0,New,1080,AGIRIPALLI,4.2,East,Residential Plot
335,0,0,New,1080,AGIRIPALLI,4.2,South,Residential Plot
336,0,0,New,1080,AGIRIPALLI,4.2,North,Residential Plot
337,0,0,New,900,AGIRIPALLI,3.5,SouthEast,Residential Plot
338,0,0,New,900,AGIRIPALLI,3.5,NorthEast,Residential Plot
339,0,0,New,900,AGIRIPALLI,3.5,North,Residential Plot
340,0,0,New,1080,AGIRIPALLI,5.4,East,Residential Plot
341,0,0,New,1080,AGIRIPALLI,5.4,West,Residential Plot
342,0,0,New,1080,AGIRIPALLI,5.4,South,Residential Plot
343,0,0,New,1080,AGIRIPALLI,4.2,NorthWest,Residential Plot
344,0,0,New,1080,AGIRIPALLI,4.2,NorthEast,Residential Plot
345,0,0,New,1080,AGIRIPALLI,4.2,East,Residential Plot
346,0,0,New,1080,AGIRIPALLI,5.4,NorthEast,Residential Plot
347,0,0,New,900,Penamaluru,25.0,None,Residential Plot
348,0,0,New,1080,AGIRIPALLI,4.2,North,Residential Plot
349,0,0,New,1080,AGIRIPALLI,4.2,South,Residential Plot
350,0,0,New,990,AGIRIPALLI,3.85,West,Residential Plot
351,0,0,New,990,AGIRIPALLI,3.85,South,Residential Plot
352,0,0,New,990,AGIRIPALLI,3.85,North,Residential Plot
353,0,0,New,990,AGIRIPALLI,3.85,East,Residential Plot
354,0,0,New,990,AGIRIPALLI,3.85,NorthEast,Residential Plot
355,0,0,New,990,AGIRIPALLI,4.95,East,Residential Plot
356,0,0,New,1080,AGIRIPALLI,4.2,East,Residential Plot
357,0,0,New,174,Edupugallu,34.8,East,Residential Plot
358,0,0,New,1746,Edupugallu,35.89,East,Residential Plot
359,0,0,New,1944,Benz Circle,38.88,None,Residential Plot
360,0,0,New,1800,Punadipadu,23.0,West,Residential Plot
361,0,0,New,1647,Punadipadu,21.04,West,Residential Plot
362,0,0,New,1350,Punadipadu,17.25,West,Residential Plot
363,0,0,New,900,Punadipadu,11.5,None,Residential Plot
364,0,0,New,3150,Punadipadu,40.25,North,Residential Plot
365,0,0,New,2250,Punadipadu,28.75,West,Residential Plot
366,0,0,New,2700,Punadipadu,34.5,West,Residential Plot
367,0,0,New,864,Punadipadu,10.0,East,Residential Plot
368,0,0,New,1800,Punadipadu,23.0,West,Residential Plot
369,0,0,New,1647,Punadipadu,21.04,North,Residential Plot
370,0,0,New,1350,Punadipadu,17.25,North,Residential Plot
371,0,0,New,900,Punadipadu,11.5,North,Residential Plot
372,0,0,New,1350,Punadipadu,17.25,North,Residential Plot
373,0,0,New,900,Punadipadu,11.5,North,Residential Plot
374,0,0,New,1503,Kankipadu,20.87,East,Residential Plot
375,0,0,New,1800,Punadipadu,23.0,North,Residential Plot
376,0,0,New,1647,Punadipadu,21.04,North,Residential Plot
377,0,0,New,1350,Vijayawada Nuzvidu Road,5.99,None,Residential Plot
378,0,0,New,250,Edupugallu,45.0,West,Residential Plot
379,0,0,New,196,Edupugallu,36.26,East,Residential Plot
380,0,0,New,1503,Kankipadu,54.0,None,Residential Plot
381,0,0,New,280,Telaprolu,15.4,West,Residential Plot
382,0,0,New,900,Punadipadu,12.0,West,Residential Plot
383,0,0,New,900,Punadipadu,12.0,North,Residential Plot
384,0,0,New,900,Punadipadu,12.0,East,Residential Plot
385,0,0,New,1350,Bandar Road,18.0,NorthEast,Residential Plot
386,0,0,New,1350,Bandar Road,18.0,East,Residential Plot
387,0,0,New,1350,Bandar Road,18.0,West,Residential Plot
388,0,0,New,1350,Punadipadu,18.0,North,Residential Plot
389,0,0,New,1800,Punadipadu,24.0,West,Residential Plot
390,0,0,New,1800,Bandar Road,24.0,North,Residential Plot
391,0,0,New,1809,Edupugallu,37.18,East,Residential Plot
392,0,0,New,1773,Edupugallu,23.64,East,Residential Plot
393,0,0,New,1674,Edupugallu,34.41,East,Residential Plot
394,0,0,New,1674,Edupugallu,22.32,East,Residential Plot
395,0,0,New,2088,Edupugallu,42.92,East,Residential Plot
396,0,0,New,2439,Edupugallu,50.13,East,Residential Plot
397,0,0,New,1809,Edupugallu,37.18,East,Residential Plot
398,0,0,New,1620,Edupugallu,33.3,East,Residential Plot
399,0,0,New,1773,Edupugallu,36.44,East,Residential Plot
400,0,0,New,2187,Benz Circle,44.95,None,Residential Plot
401,0,0,New,1746,Benz Circle,34.92,None,Residential Plot
402,0,0,New,1647,Benz Circle,33.85,None,Residential Plot
403,0,0,New,1908,Edupugallu,39.22,East,Residential Plot
404,0,0,New,1647,Edupugallu,32.94,West,Residential Plot
405,0,0,New,2745,Benz Circle,56.42,East,Residential Plot
406,0,0,New,1809,Edupugallu,37.18,None,Residential Plot
407,0,0,New,1647,Gudavalli,30.19,East,Residential Plot
408,0,0,New,1647,Gudavalli,30.19,None,Residential Plot
409,0,0,New,1197,Gosala,15.96,East,Residential Plot
410,0,0,New,1278,Gosala,17.04,East,Residential Plot
411,0,0,New,1413,Gosala,18.05,None,Residential Plot
412,0,0,New,1197,Gosala,15.96,None,Residential Plot
413,0,0,New,1350,Vijayawada Nuzvidu Road,5.99,None,Residential Plot
414,0,0,New,900,SURAMPALLI,5.5,NorthEast,Residential Plot
415,0,0,New,1809,Edupugallu,37.18,East,Residential Plot
416,0,0,New,1773,Edupugallu,23.64,East,Residential Plot
417,0,0,New,1674,Edupugallu,34.41,East,Residential Plot
418,0,0,New,1674,Edupugallu,22.32,East,Residential Plot
419,0,0,New,2088,Edupugallu,42.92,East,Residential Plot
420,0,0,New,3366,Edupugallu,69.19,NorthEast,Residential Plot
421,0,0,New,2439,Edupugallu,50.13,East,Residential Plot
